full_name;m  ;*=Y   ;Date/Time   ;IP max  ;PS max ;TS  ;Vel km/s ;Years     ;IP cum   ;PS cum ;a;e;i;om;w;q;ad;per_y;data_arc;condition_code;n_obs_used;n_del_obs_used;n_dop_obs_used;H;pha;spkid;pdes;name;prefix;neo;sats;G;M1;M2;K1;K2;PC;diameter;extent;albedo;rot_per;GM;BV;UB;IR;spec_B;spec_T;H_sigma;diameter_sigma;orbit_id;epoch;epoch_mjd;epoch_cal;equinox;ma;n;tp;tp_cal;per;moid;moid_ld;moid_jup;t_jup;sigma_e;sigma_a;sigma_q;sigma_i;sigma_om;sigma_w;sigma_ma;sigma_ad;sigma_n;sigma_tp;sigma_per;class;producer;first_obs;last_obs;rms;two_body;A1;A1_sigma;A2;A2_sigma;A3;A3_sigma;DT;DT_sigma
2013AG69;11 ;*    ;2119-01-13 18:03 ;5.96E-6 ;-6.42 ;0 ;20.64  ;2113-2119 ;8.35E-6 ;-6.27 ;1.468;0.5767;2.98;293.81;86.25;0.621;2.31;1.78;5;8;21;;;27.30;N;3623999;2013 AG69;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 7;2456308.5;56308;2013-01-16.0;J2000;31.04;0.5542;2456252.50;2012-11-20.9;650;0.00303;1.18;3.16;4.41;1.3e-03;3.2e-03;5.4e-04;7.1e-03;1.8e-04;4.1e-03;1.3e-01;5.0e-03;1.8e-03;5.0e-02;2.1e+00;APO;Otto Matic;2013-01-12;2013-01-17;.48633;;;;;;;;;
2015BW516;11 ;*    ;2052-01-30 21:46 ;1.91E-5 ;-5.77 ;0 ;15.95  ;2052-2073 ;5.40E-5 ;-5.38 ;2.032;0.5587;1.94;311.05;222.14;0.897;3.17;2.9;10;8;24;;;27.60;N;3715411;2015 BW516;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 7;2457045.5;57045;2015-01-23.0;J2000;346.72;0.3403;2457084.53;2015-03-03.0;1.06e+03;0.000352;0.137;1.81;3.6;8.6e-04;3.7e-03;1.1e-04;2.3e-03;7.1e-04;4.6e-03;3.9e-02;5.8e-03;9.3e-04;8.0e-03;2.9e+00;APO;Otto Matic;2015-01-18;2015-01-28;.73988;;;;;;;;;
2008CJ;11 ;*    ;2106-02-02 01:44 ;1.38E-6 ;-7.27 ;0 ;12.95  ;2061-2106 ;1.38E-6 ;-7.27 ;2.389;0.5707;2.23;132.02;2.54;1.026;3.75;3.69;1;9;13;;;27.40;N;3401383;2008 CJ;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 8;2454498.5;54498;2008-02-02.0;J2000;359.47;0.2669;2454500.48;2008-02-03.9;1.35e+03;0.0399;15.5;1.31;3.29;1.8e-02;1.0e-01;1.1e-03;4.9e-02;7.5e-03;5.4e-01;8.5e-02;1.6e-01;1.8e-02;4.5e-01;8.9e+01;AMO;Otto Matic;2008-02-02;2008-02-03;.61618;;;;;;;;;
2013TP4;11 ;*    ;2026-10-01 07:48 ;2.21E-5 ;-3.95 ;0 ;27.66  ;2026-2026 ;2.21E-5 ;-3.95 ;1.882;0.7602;6.32;188.82;73.41;0.451;3.31;2.58;10;8;23;;;27.30;N;3648841;2013 TP4;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 8;2456571.5;56571;2013-10-06.0;J2000;19.63;0.3819;2456520.09;2013-08-15.5;943;0.00155;0.604;1.82;3.54;9.8e-04;6.0e-03;4.0e-04;1.0e-02;2.8e-04;3.6e-04;1.1e-01;1.0e-02;1.8e-03;4.0e-02;4.5e+00;APO;Otto Matic;2013-10-02;2013-10-12;.60164;;;;;;;;;
2014OX3;11 ;*    ;2116-07-24 17:50 ;1.50E-5 ;-6.37 ;0 ;16.99  ;2116-2120 ;1.50E-5 ;-6.37 ;2.006;0.5636;1.92;122.82;123.29;0.875;3.14;2.84;12;8;19;;;27.80;N;3674948;2014 OX3;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 8;2456867.5;56867;2014-07-29.0;J2000;15.90;0.347;2456821.67;2014-06-13.1;1.04e+03;0.00274;1.07;1.9;3.62;1.1e-03;4.5e-03;1.7e-04;2.7e-03;2.3e-04;1.5e-03;5.9e-02;7.0e-03;1.2e-03;1.8e-02;3.5e+00;APO;Otto Matic;2014-07-25;2014-08-06;.54666;;;;;;;;;
2008UA92;11 ;*    ;2078-11-01 18:36 ;1.33E-6 ;-7.15 ;0 ;13.97  ;2078-2078 ;1.33E-6 ;-7.15 ;2.602;0.6052;3.05;39.55;351.56;1.027;4.18;4.2;2;9;17;;;27.40;N;3434373;2008 UA92;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 9;2454768.5;54768;2008-10-29.0;J2000;1.00;0.2348;2454764.22;2008-10-24.7;1.53e+03;0.0336;13.1;1.27;3.12;9.4e-03;6.3e-02;4.6e-04;3.5e-02;1.2e-02;3.6e-02;3.4e-02;1.0e-01;8.6e-03;1.7e-02;5.6e+01;AMO;Otto Matic;2008-10-28;2008-10-30;.81971;;;;;;;;;
2005CC37;110 ;*    ;2117-01-13 15:54 ;6.01E-7 ;-5.47 ;0 ;14.00  ;2117-2117 ;6.01E-7 ;-5.47 ;2.211;0.5627;6.14;112.97;346.01;0.967;3.46;3.29;54;6;96;;;22.70;N;3267313;2005 CC37;;;Y;0;;;;;;;;;;;;;;;;;;;22;2461000.5;61000;2025-11-21.0;J2000;122.14;0.2998;2460593.03;2024-10-09.5;1.2e+03;0.00504;1.96;1.76;3.42;1.1e-04;6.5e-04;5.0e-05;1.1e-03;1.6e-03;8.2e-04;1.0e+00;1.0e-03;1.3e-04;3.2e+00;5.3e-01;APO;Otto Matic;2005-01-13;2005-03-08;.40448;;;;;;;;;
2017MZ8;110 ;*    ;2026-10-16 16:55 ;2.52E-9 ;-5.94 ;0 ;14.69  ;2026-2121 ;2.19E-8 ;-5.74 ;1.954;0.4843;4.20;29.46;317.13;1.008;2.90;2.73;1;9;7;;;22.54;N;3776291;2017 MZ8;;;Y;0;;;;;;;;;;;;;;;;;0.44;;JPL 7;2457927.5;57927;2017-06-23.0;J2000;337.17;0.3609;2457990.75;2017-08-25.2;998;0.0374;14.6;2.52;3.73;2.4e-01;4.6e-01;2.4e-01;5.0e-01;2.6e+01;6.5e+01;2.9e+00;6.9e-01;1.3e-01;2.2e+01;3.5e+02;APO;Otto Matic;2017-06-22;2017-06-23;.31644;;;;;;;;;
2022UQ20;12 ;*    ;2109-11-06 08:08 ;4.83E-6 ;-6.78 ;0 ;14.04  ;2107-2121 ;5.65E-6 ;-6.72 ;0.7946;0.3617;3.22;46.57;142.80;0.507;1.08;0.708;2;7;23;;;27.34;N;54322246;2022 UQ20;;;Y;0;;;;;;;;;;;;;;;;;0.28;;1;2461000.5;61000;2025-11-21.0;J2000;348.60;1.391;2461008.70;2025-11-29.1;259;0.00402;1.56;3.87;7.28;3.7e-04;1.4e-04;3.8e-04;4.2e-03;6.1e-03;8.3e-03;4.3e-01;1.9e-04;3.6e-04;3.1e-01;6.6e-02;ATE;Otto Matic;2022-10-29;2022-10-31;.56055;;;;;;;;;
2025OV20;12 ;*    ;2064-07-24 01:36 ;9.34E-8 ;-7.95 ;0 ;17.42  ;2064-2064 ;9.34E-8 ;-7.95 ;1.468;0.4551;10.08;121.51;108.22;0.800;2.14;1.78;3;7;12;;;27.37;N;54539967;2025 OV20;;;Y;0;;;;;;;;;;;;;;;;;0.21;;1;2461000.5;61000;2025-11-21.0;J2000;94.77;0.554;2460829.44;2025-06-02.9;650;0.000826;0.321;2.9;4.47;4.3e-04;9.5e-04;1.2e-04;7.9e-03;1.5e-04;3.7e-03;1.0e-01;1.4e-03;5.4e-04;1.6e-02;6.3e-01;APO;Otto Matic;2025-07-24;2025-07-27;.72976;;;;;;;;;
2005TA;12 ;*    ;2115-10-06 12:01 ;2.07E-6 ;-7.21 ;0 ;12.18  ;2106-2120 ;2.28E-6 ;-7.17 ;1.281;0.2504;2.78;13.83;34.60;0.961;1.60;1.45;4;6;49;;;27.20;N;3292015;2005 TA;;;Y;0;;;;;;;;;;;;;;;;;;;10;2461000.5;61000;2025-11-21.0;J2000;296.42;0.6795;2461094.07;2026-02-22.5;530;0.00169;0.657;3.77;5.02;3.6e-05;2.2e-05;2.9e-05;7.1e-04;1.7e-02;2.2e-02;4.8e-01;2.8e-05;1.8e-05;7.1e-01;1.4e-02;APO;Otto Matic;2005-10-01;2005-10-05;.40921;;;;;;;;;
2011WQ4;12 ;*    ;2097-01-10 00:00 ;8.81E-10 ;-10.48 ;0 ;13.38  ;2097-2097 ;8.81E-10 ;-10.48 ;1.807;0.4702;0.19;207.64;238.71;0.958;2.66;2.43;6;6;58;;;27.40;N;3588063;2011 WQ4;;;Y;0;;;;;;;;;;;;;;;;;;;10;2461000.5;61000;2025-11-21.0;J2000;265.27;0.4056;2461234.04;2026-07-12.5;888;0.0018;0.7;2.6;3.92;7.0e-05;2.4e-04;1.4e-06;3.9e-05;2.7e-03;2.8e-03;4.0e-01;3.5e-04;7.9e-05;1.0e+00;1.7e-01;APO;Otto Matic;2011-11-18;2011-11-24;.54071;;;;;;;;;
2015HD1;12 ;*    ;2060-04-19 19:47 ;1.67E-8 ;-8.65 ;0 ;19.32  ;2060-2060 ;1.67E-8 ;-8.65 ;2.306;0.6474;5.34;210.78;57.83;0.813;3.80;3.5;4;7;53;;;27.40;N;3716436;2015 HD1;;;Y;0;;;;;;;;;;;;;;;;;;;10;2461000.5;61000;2025-11-21.0;J2000;355.56;0.2815;2461016.28;2025-12-06.7;1.28e+03;0.00223;0.87;1.36;3.27;2.1e-04;8.8e-04;1.6e-04;5.5e-04;1.9e-03;1.2e-02;8.4e-01;1.4e-03;1.6e-04;3.0e+00;7.3e-01;APO;Otto Matic;2015-04-17;2015-04-21;.29418;;;;;;;;;
2010SK13;12 ;*    ;2084-02-24 22:27 ;3.83E-9 ;-9.41 ;0 ;21.22  ;2084-2084 ;3.83E-9 ;-9.41 ;2.459;0.7132;1.05;0.75;81.01;0.705;4.21;3.86;2;7;48;;;27.40;N;3547611;2010 SK13;;;Y;0;;;;;;;;;;0.0144;;;;;;;;;11;2461000.5;61000;2025-11-21.0;J2000;325.56;0.2556;2461135.25;2026-04-04.7;1.41e+03;0.00252;0.979;1.09;3.08;3.6e-04;2.3e-03;2.4e-04;8.2e-04;2.5e-02;2.8e-02;1.9e+00;3.9e-03;3.5e-04;7.8e+00;2.0e+00;APO;Otto Matic;2010-09-28;2010-09-30;.42321;;;;;;;;;
2012BW13;12 ;*    ;2095-01-27 14:25 ;9.21E-7 ;-7.26 ;0 ;16.13  ;2072-2121 ;2.09E-6 ;-6.94 ;1.888;0.5405;1.09;310.31;224.10;0.868;2.91;2.59;5;7;34;;;27.20;N;3596031;2012 BW13;;;Y;0;;;;;;;;;;;;;;;;;;;11;2461000.5;61000;2025-11-21.0;J2000;102.63;0.3798;2460730.30;2025-02-23.7;948;0.00153;0.595;2.06;3.77;1.6e-04;2.4e-04;1.9e-04;7.4e-04;1.1e-03;2.1e-02;1.7e+00;3.7e-04;7.2e-05;4.5e+00;1.8e-01;APO;Otto Matic;2012-01-19;2012-01-24;.49954;;;;;;;;;
2000SZ162;12 ;*    ;2070-06-22 13:43 ;7.28E-7 ;-7.39 ;0 ;11.93  ;2066-2120 ;2.08E-6 ;-7.02 ;0.9289;0.1677;0.89;12.51;132.96;0.773;1.08;0.895;8;7;26;;;27.30;N;3054338;2000 SZ162;;;Y;0;;;;;;;;;;;;;;;;;;;12;2461000.5;61000;2025-11-21.0;J2000;255.15;1.101;2461095.74;2026-02-24.2;327;0.00227;0.884;3.91;6.43;1.6e-04;3.0e-04;1.0e-04;3.0e-03;1.3e+00;1.1e+00;9.3e-01;3.5e-04;5.3e-04;8.9e-01;1.6e-01;ATE;Otto Matic;2000-09-29;2000-10-07;.96555;;;;;;;;;
2009QR;12 ;*    ;2069-08-25 17:17 ;6.71E-9 ;-9.45 ;0 ;12.25  ;2069-2069 ;6.71E-9 ;-9.45 ;1.297;0.2481;3.59;150.15;215.19;0.975;1.62;1.48;5;7;49;;;27.40;N;3465718;2009 QR;;;Y;0;;;;;;;;;;;;;;;;;;;12;2461000.5;61000;2025-11-21.0;J2000;166.28;0.6673;2460751.32;2025-03-16.8;539;4.78e-05;0.0186;3.83;4.98;1.6e-01;3.9e-01;8.9e-02;7.3e-02;3.9e-01;5.3e+01;2.0e+02;4.8e-01;3.0e-01;1.9e+02;2.4e+02;APO;Otto Matic;2009-08-17;2009-08-22;.45555;;;;;;;;;
1994GV;12 ;*    ;2051-04-11 15:54 ;1.23E-5 ;-5.92 ;0 ;13.87  ;2039-2122 ;8.99E-5 ;-5.25 ;1.861;0.4891;0.37;204.75;324.89;0.951;2.77;2.54;2;7;16;;;27.40;N;3092125;1994 GV;;;Y;0;;;;;;;;;;;;;;;;;;;13;2461000.5;61000;2025-11-21.0;J2000;282.35;0.3883;2461200.47;2026-06-08.9;927;0.000267;0.104;2.21;3.84;3.4e+00;1.6e+01;1.9e+00;3.4e+02;2.3e+03;1.7e+03;2.8e+04;2.4e+01;5.0e+00;7.5e+04;1.2e+04;APO;Otto Matic;1994-04-13;1994-04-15;1.0013;;;;;;;;;
2009TU;12 ;*    ;2086-10-09 23:58 ;4.57E-6 ;-6.46 ;0 ;18.83  ;2086-2120 ;1.82E-5 ;-5.90 ;1.726;0.5587;1.56;198.71;106.50;0.762;2.69;2.27;8;7;57;;;27.30;N;3471219;2009 TU;;;Y;0;;;;;;;;;;;;;;;;;;;14;2461000.5;61000;2025-11-21.0;J2000;59.96;0.4345;2460862.51;2025-07-06.0;829;0.00153;0.597;2.58;3.97;1.5e-04;1.9e-04;1.8e-04;2.0e-03;7.9e-02;6.3e-02;1.8e+00;3.0e-04;7.2e-05;4.0e+00;1.4e-01;APO;Otto Matic;2009-10-10;2009-10-18;.46252;;;;;;;;;
2009BF58;12 ;*    ;2083-01-22 05:27 ;1.61E-5 ;-6.09 ;0 ;13.03  ;2057-2121 ;4.58E-5 ;-5.68 ;1.513;0.3779;0.98;303.17;145.26;0.941;2.08;1.86;28;7;55;;;27.30;N;3445071;2009 BF58;;;Y;0;;;;;;;;;;;;;;;;;;;15;2461000.5;61000;2025-11-21.0;J2000;31.16;0.5295;2460941.65;2025-09-23.1;680;0.000601;0.234;3.15;4.44;2.6e-04;3.5e-04;1.7e-04;1.4e-03;1.1e-02;4.8e-02;3.1e+00;4.8e-04;1.8e-04;5.8e+00;2.3e-01;APO;Otto Matic;2009-01-28;2009-02-25;.51381;;;;;;;;;
2017LD;12 ;*    ;2066-06-10 07:30 ;4.59E-4 ;-4.68 ;0 ;12.05  ;2053-2122 ;2.34E-3 ;-4.12 ;1.395;0.2779;0.07;80.15;194.83;1.007;1.78;1.65;45;4;133;;;27.50;N;3775176;2017 LD;;;Y;0;;;;;;;;;;0.066;;;;;;;;;16;2461000.5;61000;2025-11-21.0;J2000;38.38;0.5985;2460936.37;2025-09-17.8;602;9.96e-06;0.00388;3.32;4.73;4.5e-06;8.3e-06;2.9e-07;3.6e-06;4.2e-03;4.2e-03;1.7e-02;1.1e-05;5.3e-06;2.8e-02;5.4e-03;APO;Otto Matic;2017-05-16;2017-06-30;.40147;;;;;;;;;
2024HC;12 ;*    ;2096-06-11 23:21 ;1.69E-6 ;-7.25 ;0 ;11.34  ;2096-2122 ;2.39E-6 ;-7.12 ;0.9417;0.0904;0.86;141.51;263.12;0.857;1.03;0.914;57;5;83;;;27.44;N;54434768;2024 HC;;;Y;0;;;;;;;;;;;;;;;;;0.33;;18;2461000.5;61000;2025-11-21.0;J2000;67.54;1.079;2460937.89;2025-09-19.3;334;0.00889;3.46;4.09;6.37;2.0e-05;1.3e-05;3.1e-05;1.9e-04;6.9e-04;2.2e-03;1.4e-02;1.5e-05;2.3e-05;1.2e-02;7.1e-03;ATE;Otto Matic;2024-04-16;2024-06-12;.66238;;;;;;;;;
2021VM22;12 ;*    ;2094-11-09 08:09 ;9.08E-7 ;-7.42 ;0 ;14.42  ;2090-2109 ;1.29E-6 ;-7.28 ;2.366;0.5960;1.75;228.18;156.77;0.956;3.78;3.64;2;7;24;;;27.41;N;54220856;2021 VM22;;;Y;0;;;;;;;;;;;;;;;;;0.24;;2;2461000.5;61000;2025-11-21.0;J2000;42.83;0.2708;2460842.32;2025-06-15.8;1.33e+03;0.000758;0.295;1.68;3.28;3.8e-04;2.2e-03;1.0e-05;8.3e-04;3.8e-04;2.0e-03;5.6e-01;3.5e-03;3.8e-04;1.9e+00;1.9e+00;APO;Otto Matic;2021-11-14;2021-11-16;.36097;;;;;;;;;
2021YB;12 ;*    ;2120-12-22 12:13 ;6.57E-7 ;-7.86 ;0 ;12.48  ;2099-2120 ;8.67E-7 ;-7.74 ;1.017;0.1646;5.22;270.47;267.72;0.850;1.18;1.03;9;6;27;;;27.52;N;54231259;2021 YB;;;Y;0;;;;;;;;;;;;;;;;;0.29;;2;2461000.5;61000;2025-11-21.0;J2000;223.29;0.9606;2461142.82;2026-04-12.3;375;0.000328;0.128;3.79;5.98;1.7e-04;7.5e-05;1.1e-04;5.3e-03;2.0e-04;2.7e-02;1.7e-01;8.8e-05;1.1e-04;1.9e-01;4.2e-02;APO;Otto Matic;2021-12-12;2021-12-21;.37831;;;;;;;;;
2022MH;12 ;*    ;2118-06-21 01:59 ;5.49E-6 ;-6.71 ;0 ;15.73  ;2118-2118 ;9.05E-6 ;-6.49 ;1.046;0.3682;3.51;90.46;70.19;0.661;1.43;1.07;1;6;46;;;27.39;N;54287656;2022 MH;;;Y;0;;;;;;;;;;;;;;;;;0.42;;2;2461000.5;61000;2025-11-21.0;J2000;135.88;0.921;2460852.97;2025-06-26.4;391;0.00231;0.9;3.56;5.81;1.9e-04;1.0e-04;1.3e-04;1.9e-03;6.5e-04;2.0e-03;1.9e-01;1.4e-04;1.3e-04;1.9e-01;5.6e-02;APO;Otto Matic;2022-06-20;2022-06-21;.41625;;;;;;;;;
2024ER4;12 ;*    ;2109-03-18 13:08 ;7.65E-9 ;-9.54 ;0 ;13.74  ;2109-2109 ;7.65E-9 ;-9.54 ;0.8299;0.3054;2.75;177.31;142.49;0.576;1.08;0.756;2;5;47;;;27.35;N;54430947;2024 ER4;;;Y;0;;;;;;;;;;;;;;;;;0.34;;2;2461000.5;61000;2025-11-21.0;J2000;322.80;1.304;2461029.04;2025-12-19.5;276;0.000613;0.239;4.17;7.03;5.7e-05;7.8e-06;5.2e-05;4.8e-04;1.3e-04;3.5e-03;2.1e-02;1.0e-05;1.8e-05;1.6e-02;3.9e-03;ATE;Otto Matic;2024-03-14;2024-03-16;.28421;;;;;;;;;
2024YD;12 ;*    ;2119-12-23 06:40 ;1.13E-6 ;-7.29 ;0 ;15.35  ;2115-2119 ;1.85E-6 ;-7.08 ;1.043;0.3445;1.94;273.40;276.36;0.684;1.40;1.07;1;6;59;;;27.34;N;54507430;2024 YD;;;Y;0;;;;;;;;;;;;;;;;;0.53;;2;2461000.5;61000;2025-11-21.0;J2000;249.17;0.9249;2461120.33;2026-03-20.8;389;0.00271;1.06;3.56;5.83;8.6e-05;4.4e-05;6.1e-05;3.7e-04;4.3e-04;9.2e-04;1.1e-02;5.9e-05;5.9e-05;1.9e-02;2.5e-02;APO;Otto Matic;2024-12-19;2024-12-20;.34901;;;;;;;;;
2025PD;12 ;*    ;2118-08-01 15:28 ;2.12E-6 ;-7.11 ;0 ;14.89  ;2108-2122 ;4.61E-6 ;-6.77 ;1.107;0.2916;8.34;308.42;267.90;0.784;1.43;1.16;1;7;23;;;27.43;N;54539562;2025 PD;;;Y;0;;;;;;;;;;;;;;;;;0.52;;2;2461000.5;61000;2025-11-21.0;J2000;153.90;0.8465;2460818.70;2025-05-23.1;425;0.00322;1.25;3.56;5.57;2.6e-04;2.0e-04;1.4e-04;6.4e-03;6.4e-05;4.8e-03;5.8e-02;2.6e-04;2.3e-04;1.9e-02;1.2e-01;APO;Otto Matic;2025-08-01;2025-08-02;.53052;;;;;;;;;
2016EP84;12 ;*    ;2092-02-01 02:44 ;1.58E-6 ;-7.33 ;0 ;11.42  ;2084-2120 ;1.61E-6 ;-7.32 ;1.191;0.1733;0.82;287.40;195.55;0.984;1.40;1.3;79;4;58;;;27.40;N;3745994;2016 EP84;;;Y;0;;;;;;;;;;;;;;;;;;;20;2461000.5;61000;2025-11-21.0;J2000;201.84;0.7588;2461208.95;2026-06-17.4;474;0.00238;0.924;3.65;5.31;4.4e-06;6.6e-06;3.8e-07;2.0e-05;6.1e-04;7.4e-04;2.3e-02;7.7e-06;6.3e-06;3.2e-02;3.9e-03;APO;Otto Matic;2016-03-07;2016-05-25;.38928;;;;;;;;;
2016DK1;12 ;*    ;2043-02-18 02:16 ;9.68E-5 ;-4.88 ;0 ;13.13  ;2043-2120 ;3.30E-4 ;-4.57 ;1.363;0.3311;0.76;329.05;132.92;0.912;1.81;1.59;18;7;71;;;27.50;N;3744819;2016 DK1;;;Y;0;;;;;;;;;;;;;;;;;;;23;2461000.5;61000;2025-11-21.0;J2000;70.73;0.6192;2460886.27;2025-07-29.7;581;0.000131;0.0508;3.35;4.78;2.4e-03;6.8e-03;1.3e-03;7.2e-03;4.1e+00;4.7e+00;3.6e+00;9.0e-03;4.6e-03;4.9e+00;4.3e+00;APO;Otto Matic;2016-02-27;2016-03-16;.48497;;;;;;;;;
2017UK3;12 ;*    ;2115-10-27 15:51 ;4.70E-6 ;-6.60 ;0 ;17.43  ;2114-2120 ;6.65E-6 ;-6.45 ;1.981;0.5893;1.01;37.06;52.92;0.814;3.15;2.79;3;7;28;;;26.90;N;3787635;2017 UK3;;;Y;0;;;;;;;;;;;;;;;;;;;3;2461000.5;61000;2025-11-21.0;J2000;307.51;0.3534;2461149.01;2026-04-18.5;1.02e+03;0.00195;0.758;2.1;3.62;4.7e-04;2.0e-03;1.3e-04;3.2e-04;9.7e-04;4.1e-03;1.5e+00;3.1e-03;5.2e-04;4.5e+00;1.5e+00;APO;Otto Matic;2017-10-20;2017-10-23;.5684;;;;;;;;;
2018FG1;12 ;*    ;2107-03-22 16:32 ;1.91E-7 ;-8.11 ;0 ;14.97  ;2101-2119 ;4.29E-7 ;-7.78 ;1.074;0.2956;6.55;0.99;271.66;0.756;1.39;1.11;1;7;20;;;27.30;N;3801993;2018 FG1;;;Y;0;;;;;;;;;;;;;;;;;;;3;2461000.5;61000;2025-11-21.0;J2000;262.81;0.8859;2461110.21;2026-03-10.7;406;0.0031;1.21;3.71;5.71;5.0e-04;3.2e-04;3.1e-04;1.1e-02;1.0e-03;3.9e-03;1.1e+00;4.1e-04;3.9e-04;1.2e+00;1.8e-01;APO;Otto Matic;2018-03-18;2018-03-19;.43066;;;;;;;;;
2018VC7;12 ;*    ;2072-11-14 03:07 ;6.48E-6 ;-6.56 ;0 ;11.93  ;2049-2119 ;2.66E-5 ;-6.05 ;0.8729;0.1899;0.80;60.21;132.19;0.707;1.04;0.816;1;6;28;;;27.40;N;3836178;2018 VC7;;;Y;0;;;;;;;;;;;;;;;;;0.33;;3;2461000.5;61000;2025-11-21.0;J2000;94.06;1.209;2460922.68;2025-09-04.1;298;0.00234;0.91;3.92;6.76;7.0e-05;3.1e-05;8.6e-05;1.3e-03;2.2e-02;2.2e-02;1.8e-01;3.6e-05;6.4e-05;1.5e-01;1.6e-02;ATE;Otto Matic;2018-11-10;2018-11-11;.39989;;;;;;;;;
2024XC17;12 ;*    ;2077-03-02 18:21 ;6.49E-8 ;-8.45 ;0 ;11.93  ;2077-2077 ;6.49E-8 ;-8.45 ;1.238;0.2282;0.48;44.06;80.45;0.955;1.52;1.38;2;7;30;;;27.36;N;54506635;2024 XC17;;;Y;0;;;;;;;;;;;;;;;;;0.39;;3;2461000.5;61000;2025-11-21.0;J2000;218.47;0.7156;2461198.27;2026-06-06.7;503;0.00614;2.39;3.54;5.15;4.4e-04;6.4e-04;6.4e-05;9.2e-04;3.3e-02;4.9e-02;1.7e-01;7.9e-04;5.5e-04;3.9e-01;3.9e-01;APO;Otto Matic;2024-12-11;2024-12-13;.39509;;;;;;;;;
2024XH;12 ;*    ;2078-12-04 21:19 ;4.67E-6 ;-6.40 ;0 ;15.71  ;2070-2078 ;5.03E-6 ;-6.36 ;1.622;0.4700;6.59;252.66;232.33;0.860;2.38;2.07;6;6;64;;;27.34;N;54502653;2024 XH;;;Y;0;;;;;;;;;;;;;;;;;0.45;;3;2461000.5;61000;2025-11-21.0;J2000;149.29;0.477;2460687.50;2025-01-12.0;755;0.00141;0.549;2.74;4.19;1.2e-04;3.2e-04;2.8e-05;1.3e-03;2.0e-05;1.2e-03;4.4e-02;4.7e-04;1.4e-04;1.7e-03;2.2e-01;APO;Otto Matic;2024-11-28;2024-12-04;.37825;;;;;;;;;
2019VD;12 ;*    ;2105-11-12 22:33 ;3.00E-6 ;-6.93 ;0 ;15.63  ;2087-2110 ;6.81E-6 ;-6.56 ;2.634;0.6581;0.36;229.18;211.66;0.901;4.37;4.28;6;7;35;;;27.40;N;3892193;2019 VD;;;Y;0;;;;;;;;;;;;;;;;;0.40;;4;2461000.5;61000;2025-11-21.0;J2000;142.93;0.2305;2460380.45;2024-03-10.9;1.56e+03;0.000918;0.357;0.929;3.05;7.1e-04;5.1e-03;1.2e-04;9.9e-04;3.2e-02;2.7e-02;1.5e+00;8.5e-03;6.7e-04;4.6e+00;4.5e+00;APO;Otto Matic;2019-10-28;2019-11-03;.49254;;;;;;;;;
2023EG1;12 ;*    ;2106-09-13 00:54 ;3.97E-7 ;-7.90 ;0 ;13.16  ;2091-2117 ;1.05E-6 ;-7.46 ;1.062;0.2393;3.26;169.94;266.87;0.808;1.32;1.09;15;6;27;;;27.48;N;54347921;2023 EG1;;;Y;0;;;;;;;;;;;;;;;;;0.25;;4;2461000.5;61000;2025-11-21.0;J2000;232.88;0.9002;2461141.71;2026-04-11.2;400;0.00459;1.78;3.9;5.77;1.6e-04;9.0e-05;9.6e-05;2.3e-03;3.0e-04;4.4e-04;1.3e-01;1.1e-04;1.1e-04;1.6e-01;5.1e-02;APO;Otto Matic;2023-03-13;2023-03-28;.30259;;;;;;;;;
2023HL5;12 ;*    ;2110-10-23 10:34 ;1.48E-6 ;-7.33 ;0 ;13.87  ;2081-2122 ;3.53E-6 ;-6.95 ;1.058;0.2408;9.09;208.98;270.27;0.803;1.31;1.09;20;6;25;;;27.52;N;54356985;2023 HL5;;;Y;0;;;;;;;;;;;;;;;;;0.30;;4;2461000.5;61000;2025-11-21.0;J2000;199.44;0.9055;2461177.82;2026-05-17.3;398;0.00146;0.569;3.78;5.78;2.1e-04;1.4e-04;1.2e-04;8.3e-03;1.2e-04;6.4e-03;1.9e-01;1.7e-04;1.7e-04;2.5e-01;7.6e-02;APO;Otto Matic;2023-04-24;2023-05-14;.34722;;;;;;;;;
2023RX4;12 ;*    ;2077-09-06 14:47 ;1.16E-6 ;-7.13 ;0 ;15.63  ;2077-2105 ;1.19E-6 ;-7.12 ;2.247;0.5783;6.22;164.80;146.25;0.947;3.55;3.37;9;7;21;;;27.48;N;54381670;2023 RX4;;;Y;0;;;;;;;;;;;;;;;;;0.51;;4;2461000.5;61000;2025-11-21.0;J2000;243.20;0.2927;2461399.55;2026-12-25.0;1.23e+03;0.000538;0.209;1.78;3.38;3.8e-04;1.9e-03;4.4e-05;2.9e-03;5.2e-04;1.1e-03;3.2e-01;3.1e-03;3.8e-04;1.6e+00;1.6e+00;APO;Otto Matic;2023-09-10;2023-09-19;.4747;;;;;;;;;
